dataset,battery_name,window_start,mse,mae,rmse,mape,mse_raw,mae_raw,rmse_raw,mape_raw
test_CALCE,CALCE_CS2_33,0,0.005733964907846337,0.07303374573628252,0.07572294835679827,0.07615584922641477,0.005733964907846337,0.07303374573628252,0.07572294835679827,0.07615584922641477
test_CALCE,CALCE_CS2_33,100,0.0022130544696197193,0.04118872508460525,0.04704311288190567,0.044133304071876045,0.0022130544696197193,0.04118872508460525,0.04704311288190567,0.044133304071876045
test_CALCE,CALCE_CS2_33,150,0.0018620279507928555,0.03837087536317537,0.04315122189223447,0.04263037228228136,0.0018620279507928555,0.03837087536317537,0.04315122189223447,0.04263037228228136
test_CALCE,CALCE_CS2_33,200,0.0034617381762569966,0.051520776716435665,0.05883653776572001,0.05856854173470086,0.0034617381762569966,0.051520776716435665,0.05883653776572001,0.05856854173470086
test_CALCE,CALCE_CS2_33,250,0.0020028190649543673,0.04100471028041189,0.04475286655572319,0.047067972856847586,0.0020028190649543673,0.04100471028041189,0.04475286655572319,0.047067972856847586
test_CALCE,CALCE_CS2_33,300,0.02080525239104553,0.12886927722028876,0.14424025925879894,0.16081918343379142,0.02080525239104553,0.12886927722028876,0.14424025925879894,0.16081918343379142
test_CALCE,CALCE_CS2_33,50,0.0013967747951641135,0.03296553456195219,0.03737345040485443,0.034842872872470156,0.0013967747951641135,0.03296553456195219,0.03737345040485443,0.034842872872470156
test_CALCE,CALCE_CS2_34,0,0.0010382404658575014,0.02691306094494597,0.03222173902596664,0.02860707586996142,0.0010382404658575014,0.02691306094494597,0.03222173902596664,0.02860707586996142
test_CALCE,CALCE_CS2_34,100,0.0005297677662599018,0.018345650495522343,0.023016684519276485,0.01968431305805838,0.0005297677662599018,0.018345650495522343,0.023016684519276485,0.01968431305805838
test_CALCE,CALCE_CS2_34,150,0.005598167935725547,0.07304661759203922,0.0748209057398101,0.08039488215023496,0.005598167935725547,0.07304661759203922,0.0748209057398101,0.08039488215023496
test_CALCE,CALCE_CS2_34,200,0.0018965340653298761,0.029022278021272187,0.04354921429061466,0.0342729571304477,0.0018965340653298761,0.029022278021272187,0.04354921429061466,0.0342729571304477
test_CALCE,CALCE_CS2_34,50,0.0005790725079127987,0.021558688011675233,0.024063925446875842,0.02298079931647151,0.0005790725079127987,0.021558688011675233,0.024063925446875842,0.02298079931647151
test_CALCE,CALCE_CS2_35,0,0.008873903934534112,0.09129949885779123,0.09420140091598485,0.09678877159602008,0.008873903934534112,0.09129949885779123,0.09420140091598485,0.09678877159602008
test_CALCE,CALCE_CS2_35,100,0.0009244158264341228,0.024601438127760514,0.030404207380461717,0.026759011047653852,0.0009244158264341228,0.024601438127760514,0.030404207380461717,0.026759011047653852
test_CALCE,CALCE_CS2_35,150,0.0013996478173564913,0.034090552695447876,0.03741186733319377,0.03814310328089856,0.0013996478173564913,0.034090552695447876,0.03741186733319377,0.03814310328089856
test_CALCE,CALCE_CS2_35,200,0.00045698595027954687,0.017171096423689535,0.021377229714805115,0.019529143822962315,0.00045698595027954687,0.017171096423689535,0.021377229714805115,0.019529143822962315
test_CALCE,CALCE_CS2_35,250,0.0008056807245260097,0.02485484088606417,0.028384515576736723,0.028091465077843797,0.0008056807245260097,0.02485484088606417,0.028384515576736723,0.028091465077843797
test_CALCE,CALCE_CS2_35,300,0.004459793499456419,0.05684379719206862,0.06678168535950871,0.0678268946645254,0.004459793499456419,0.05684379719206862,0.06678168535950871,0.0678268946645254
test_CALCE,CALCE_CS2_35,350,0.003859541691022005,0.05429078849574364,0.06212520978654321,0.06664430427646749,0.003859541691022005,0.05429078849574364,0.06212520978654321,0.06664430427646749
test_CALCE,CALCE_CS2_35,50,0.0020699015405033438,0.040471518761026684,0.045496170613616965,0.043614210167961256,0.0020699015405033438,0.040471518761026684,0.045496170613616965,0.043614210167961256
test_CALCE,CALCE_CS2_36,0,0.00043879390955563777,0.01479197064841552,0.020947408182294004,0.015360409918225735,0.00043879390955563777,0.01479197064841552,0.020947408182294004,0.015360409918225735
test_CALCE,CALCE_CS2_36,100,0.003521618644388214,0.058185725092979756,0.059343227451733815,0.06271740183002823,0.003521618644388214,0.058185725092979756,0.059343227451733815,0.06271740183002823
test_CALCE,CALCE_CS2_36,150,0.005449056061517714,0.0723096359497681,0.07381772186621391,0.07891376405007716,0.005449056061517714,0.0723096359497681,0.07381772186621391,0.07891376405007716
test_CALCE,CALCE_CS2_36,200,0.0020077600937425375,0.04072228853525434,0.044808036039783505,0.044915013302028045,0.0020077600937425375,0.04072228853525434,0.044808036039783505,0.044915013302028045
test_CALCE,CALCE_CS2_36,250,0.008839879636425763,0.08720178551895055,0.09402063409925378,0.101105937047274,0.008839879636425763,0.08720178551895055,0.09402063409925378,0.101105937047274
test_CALCE,CALCE_CS2_36,300,0.001622804930911431,0.03374360671180552,0.04028405305963429,0.04033859848580148,0.001622804930911431,0.03374360671180552,0.04028405305963429,0.04033859848580148
test_CALCE,CALCE_CS2_36,350,0.004560131049325682,0.05151935862234091,0.06752874239407751,0.06736910810152877,0.004560131049325682,0.05151935862234091,0.06752874239407751,0.06736910810152877
