dataset,battery_name,window_start,mse,mae,rmse,mape,mse_raw,mae_raw,rmse_raw,mape_raw
test_CALCE,CALCE_CS2_33,0,0.00947413358068006,0.09393919035832234,0.0973351610708076,0.09797280405113147,0.00947413358068006,0.09393919035832234,0.0973351610708076,0.09797280405113147
test_CALCE,CALCE_CS2_33,100,0.004323401739290934,0.06379456549652851,0.06575257971586312,0.06877820957337487,0.004323401739290934,0.06379456549652851,0.06575257971586312,0.06877820957337487
test_CALCE,CALCE_CS2_33,150,0.0031323447294814666,0.05455120644487465,0.05596735414044036,0.05976991588635258,0.0031323447294814666,0.05455120644487465,0.05596735414044036,0.05976991588635258
test_CALCE,CALCE_CS2_33,200,0.0021256277980434292,0.04444940540436436,0.046104531209453035,0.0495687296549915,0.0021256277980434292,0.04444940540436436,0.046104531209453035,0.0495687296549915
test_CALCE,CALCE_CS2_33,250,0.0014131301703510313,0.03513690492358235,0.03759162367271506,0.04025118747129598,0.0014131301703510313,0.03513690492358235,0.03759162367271506,0.04025118747129598
test_CALCE,CALCE_CS2_33,300,0.0018086698019481678,0.03862700293941634,0.042528458729986535,0.04725809530489147,0.0018086698019481678,0.03862700293941634,0.042528458729986535,0.04725809530489147
test_CALCE,CALCE_CS2_33,50,0.006004627005236073,0.07575590385869421,0.0774895283585858,0.08052698169994439,0.006004627005236073,0.07575590385869421,0.0774895283585858,0.08052698169994439
test_CALCE,CALCE_CS2_34,0,0.004872505686983086,0.06820888798121784,0.06980333578693132,0.07133731505954152,0.004872505686983086,0.06820888798121784,0.06980333578693132,0.07133731505954152
test_CALCE,CALCE_CS2_34,100,0.002580238275518944,0.049206386300890755,0.05079604586499764,0.053297529016516965,0.002580238275518944,0.049206386300890755,0.05079604586499764,0.053297529016516965
test_CALCE,CALCE_CS2_34,150,0.0019216910906691182,0.041810983503522976,0.04383709719711284,0.04601291921226711,0.0019216910906691182,0.041810983503522976,0.04383709719711284,0.04601291921226711
test_CALCE,CALCE_CS2_34,200,0.0012906156127424093,0.03358162430216123,0.03592513900797614,0.03782565120525758,0.0012906156127424093,0.03358162430216123,0.03592513900797614,0.03782565120525758
test_CALCE,CALCE_CS2_34,50,0.0035079063132602804,0.05801998999761024,0.059227580680459004,0.0618944687578845,0.0035079063132602804,0.05801998999761024,0.059227580680459004,0.0618944687578845
test_CALCE,CALCE_CS2_35,0,0.013510336181768891,0.11281075287037591,0.1162339717198414,0.11962828026869882,0.013510336181768891,0.11281075287037591,0.1162339717198414,0.11962828026869882
test_CALCE,CALCE_CS2_35,100,0.0059821215103524426,0.07459291189607621,0.07734417567181412,0.08192030058860453,0.0059821215103524426,0.07459291189607621,0.07734417567181412,0.08192030058860453
test_CALCE,CALCE_CS2_35,150,0.004709586108969491,0.06585740472568856,0.06862642427643663,0.07282630530878782,0.004709586108969491,0.06585740472568856,0.06862642427643663,0.07282630530878782
test_CALCE,CALCE_CS2_35,200,0.0029931590480843993,0.0530971518665225,0.05470977104763279,0.05962401027877892,0.0029931590480843993,0.0530971518665225,0.05470977104763279,0.05962401027877892
test_CALCE,CALCE_CS2_35,250,0.001986287812754969,0.04042915338016224,0.044567788959684426,0.0457264497514319,0.001986287812754969,0.04042915338016224,0.044567788959684426,0.0457264497514319
test_CALCE,CALCE_CS2_35,300,0.0013795486970443142,0.030485470844374748,0.03714227641171599,0.034780837749657255,0.0013795486970443142,0.030485470844374748,0.03714227641171599,0.034780837749657255
test_CALCE,CALCE_CS2_35,350,0.0008650176152233333,0.02445731365166976,0.029411181805961712,0.029119535704676184,0.0008650176152233333,0.02445731365166976,0.029411181805961712,0.029119535704676184
test_CALCE,CALCE_CS2_35,50,0.00865289669764603,0.09071372543709849,0.09302094762818765,0.09833517969272856,0.00865289669764603,0.09071372543709849,0.09302094762818765,0.09833517969272856
test_CALCE,CALCE_CS2_36,0,0.014496073010399181,0.11842289382774249,0.12039963874696295,0.12445343303143724,0.014496073010399181,0.11842289382774249,0.12039963874696295,0.12445343303143724
test_CALCE,CALCE_CS2_36,100,0.008010955628264335,0.08821016240129122,0.08950394197053187,0.09512198133997966,0.008010955628264335,0.08821016240129122,0.08950394197053187,0.09512198133997966
test_CALCE,CALCE_CS2_36,150,0.005928029405448597,0.07530779011312869,0.07699369718001985,0.08218807590167206,0.005928029405448597,0.07530779011312869,0.07699369718001985,0.08218807590167206
test_CALCE,CALCE_CS2_36,200,0.003939819147843063,0.06016345859185063,0.0627679786821518,0.06664332948659407,0.003939819147843063,0.06016345859185063,0.0627679786821518,0.06664332948659407
test_CALCE,CALCE_CS2_36,250,0.0024334776002954066,0.04395014182602765,0.04933029090017012,0.04944361205947008,0.0024334776002954066,0.04395014182602765,0.04933029090017012,0.04944361205947008
test_CALCE,CALCE_CS2_36,300,0.0015931351738038258,0.03486611781692512,0.03991409743190776,0.0411990664230725,0.0015931351738038258,0.03486611781692512,0.03991409743190776,0.0411990664230725
test_CALCE,CALCE_CS2_36,350,0.0022929590436711208,0.03980601995184929,0.04788485192282754,0.0510627335904966,0.0022929590436711208,0.03980601995184929,0.04788485192282754,0.0510627335904966
test_CALCE,CALCE_CS2_36,50,0.010383834284824634,0.10059105934237607,0.10190110050840782,0.10740559992002066,0.010383834284824634,0.10059105934237607,0.10190110050840782,0.10740559992002066
