dataset,battery_name,window_start,mse,mae,rmse,mape,mse_raw,mae_raw,rmse_raw,mape_raw
test_CALCE,CALCE_CS2_33,0,0.008948098319737722,0.09305282309691258,0.09459438841568628,0.09720846245921885,0.008948098319737722,0.09305282309691258,0.09459438841568628,0.09720846245921885
test_CALCE,CALCE_CS2_33,100,0.003889738504847388,0.06055379599102771,0.062367768156696035,0.0652708367956186,0.003889738504847388,0.06055379599102771,0.062367768156696035,0.0652708367956186
test_CALCE,CALCE_CS2_33,150,0.013973037044820502,0.11791706970848168,0.11820760146801264,0.1295554149941272,0.013973037044820502,0.11791706970848168,0.11820760146801264,0.1295554149941272
test_CALCE,CALCE_CS2_33,200,0.006492026807865893,0.07981211695316959,0.08057311467149506,0.08927887225930832,0.006492026807865893,0.07981211695316959,0.08057311467149506,0.08927887225930832
test_CALCE,CALCE_CS2_33,250,0.0021197604873027685,0.04205881221686569,0.04604085671773244,0.04795942636810303,0.0021197604873027685,0.04205881221686569,0.04604085671773244,0.04795942636810303
test_CALCE,CALCE_CS2_33,300,0.0038147464192082848,0.04808773498669597,0.061763633468314386,0.06099500579046258,0.0038147464192082848,0.04808773498669597,0.061763633468314386,0.06099500579046258
test_CALCE,CALCE_CS2_33,50,0.0215556783185624,0.14641438617185035,0.14681852171494714,0.15600155468430724,0.0215556783185624,0.14641438617185035,0.14681852171494714,0.15600155468430724
test_CALCE,CALCE_CS2_34,0,0.019731297049882225,0.1400080839860854,0.1404681353541871,0.14688590035767202,0.019731297049882225,0.1400080839860854,0.1404681353541871,0.14688590035767202
test_CALCE,CALCE_CS2_34,100,0.013443269412192088,0.11556504646238597,0.11594511379179413,0.12548928657296388,0.013443269412192088,0.11556504646238597,0.11594511379179413,0.12548928657296388
test_CALCE,CALCE_CS2_34,150,0.011356019825866594,0.10574634262389193,0.10656462746083521,0.11661332252194591,0.011356019825866594,0.10574634262389193,0.10656462746083521,0.11661332252194591
test_CALCE,CALCE_CS2_34,200,0.009392705890583452,0.09444037567546085,0.0969159733510604,0.10610715173468104,0.009392705890583452,0.09444037567546085,0.0969159733510604,0.10610715173468104
test_CALCE,CALCE_CS2_34,50,0.003384219963133281,0.055671654612287666,0.0581740488803494,0.059215866585961674,0.003384219963133281,0.055671654612287666,0.0581740488803494,0.059215866585961674
test_CALCE,CALCE_CS2_35,0,0.0175914955935729,0.13051437068157892,0.13263293555362823,0.13863664210965113,0.0175914955935729,0.13051437068157892,0.13263293555362823,0.13863664210965113
test_CALCE,CALCE_CS2_35,100,0.0023452413822098468,0.04441504895385742,0.04842769230729301,0.04860595016006908,0.0023452413822098468,0.04441504895385742,0.04842769230729301,0.04860595016006908
test_CALCE,CALCE_CS2_35,150,0.007625203599820028,0.08585051740898479,0.08732241178426091,0.0951522041538227,0.007625203599820028,0.08585051740898479,0.08732241178426091,0.0951522041538227
test_CALCE,CALCE_CS2_35,200,0.010829222577198351,0.10354733263548917,0.1040635506659193,0.11651913892949853,0.010829222577198351,0.10354733263548917,0.1040635506659193,0.11651913892949853
test_CALCE,CALCE_CS2_35,250,0.002282001996143659,0.044285616887851355,0.04777030454313285,0.050155836041079815,0.002282001996143659,0.044285616887851355,0.04777030454313285,0.050155836041079815
test_CALCE,CALCE_CS2_35,300,0.0035398203060247567,0.053249903221600565,0.059496389016685344,0.0610164966682911,0.0035398203060247567,0.053249903221600565,0.059496389016685344,0.0610164966682911
test_CALCE,CALCE_CS2_35,350,0.0009544804950278585,0.025520182600004243,0.030894667744254162,0.030110555007393944,0.0009544804950278585,0.025520182600004243,0.030894667744254162,0.030110555007393944
test_CALCE,CALCE_CS2_35,50,0.008072826002011473,0.08815370206969356,0.08984890651539101,0.09560383876337336,0.008072826002011473,0.08815370206969356,0.08984890651539101,0.09560383876337336
test_CALCE,CALCE_CS2_36,0,0.01770592635110632,0.13184196824390307,0.1330636176838219,0.13870077410318513,0.01770592635110632,0.13184196824390307,0.1330636176838219,0.13870077410318513
test_CALCE,CALCE_CS2_36,100,0.010353277527082065,0.10126556503781924,0.1017510566386515,0.10929954279866742,0.010353277527082065,0.10126556503781924,0.1017510566386515,0.10929954279866742
test_CALCE,CALCE_CS2_36,150,0.0059038755007266705,0.07548649824921039,0.07683668069826201,0.08241019229308329,0.0059038755007266705,0.07548649824921039,0.07683668069826201,0.08241019229308329
test_CALCE,CALCE_CS2_36,200,0.012137232055787667,0.10913083941355549,0.11016910663061431,0.1214115761102393,0.012137232055787667,0.10913083941355549,0.11016910663061431,0.1214115761102393
