dataset,battery_name,window_start,mse,mae,rmse,mape,mse_raw,mae_raw,rmse_raw,mape_raw
test_CALCE,CALCE_CS2_33,0,0.0006635989770963438,0.02255342953310618,0.0257604149247706,0.023838524860774014,0.0006635989770963438,0.02255342953310618,0.0257604149247706,0.023838524860774014
test_CALCE,CALCE_CS2_33,100,0.0032971158157768755,0.04116739363243657,0.05742051737642979,0.04514624186221636,0.0032971158157768755,0.04116739363243657,0.05742051737642979,0.04514624186221636
test_CALCE,CALCE_CS2_33,150,0.007186519545676041,0.06862323626945697,0.08477334218771866,0.07632702923014931,0.007186519545676041,0.06862323626945697,0.08477334218771866,0.07632702923014931
test_CALCE,CALCE_CS2_33,200,0.015915033382451108,0.11739208680052508,0.12615479928425674,0.13261762662544044,0.015915033382451108,0.11739208680052508,0.12615479928425674,0.13261762662544044
test_CALCE,CALCE_CS2_33,250,0.021139913183136235,0.14405172698628788,0.14539571239598587,0.16721137025472138,0.021139913183136235,0.14405172698628788,0.14539571239598587,0.16721137025472138
test_CALCE,CALCE_CS2_33,300,0.018939213660974973,0.13564404668279503,0.13761981565521358,0.16316268090997219,0.018939213660974973,0.13564404668279503,0.13761981565521358,0.16316268090997219
test_CALCE,CALCE_CS2_33,50,0.0010351819470730329,0.02091280450488975,0.032174243535365875,0.02248891386203515,0.0010351819470730329,0.02091280450488975,0.032174243535365875,0.02248891386203515
test_CALCE,CALCE_CS2_34,0,0.0011132550681842257,0.027897018724626826,0.03336547719101625,0.029546545585392714,0.0011132550681842257,0.027897018724626826,0.03336547719101625,0.029546545585392714
test_CALCE,CALCE_CS2_34,100,0.003618851423140269,0.04705365975943522,0.06015689007204635,0.05128281942200621,0.003618851423140269,0.04705365975943522,0.06015689007204635,0.05128281942200621
test_CALCE,CALCE_CS2_34,150,0.01673989999394616,0.11897092280376309,0.12938276544403493,0.1320652760857011,0.01673989999394616,0.11897092280376309,0.12938276544403493,0.1320652760857011
test_CALCE,CALCE_CS2_34,200,0.023856178904058903,0.14664359867425877,0.15445445575980934,0.16697341806985824,0.023856178904058903,0.14664359867425877,0.15445445575980934,0.16697341806985824
test_CALCE,CALCE_CS2_34,50,0.0034265867983810146,0.04611745898055943,0.05853705491721474,0.04970415028504403,0.0034265867983810146,0.04611745898055943,0.05853705491721474,0.04970415028504403
test_CALCE,CALCE_CS2_35,0,0.009028508965300545,0.0783694069594854,0.09501846644363687,0.08372892781544565,0.009028508965300545,0.0783694069594854,0.09501846644363687,0.08372892781544565
test_CALCE,CALCE_CS2_35,100,0.010123106913517548,0.07851820762172919,0.10061365172538739,0.08746351507116668,0.010123106913517548,0.07851820762172919,0.10061365172538739,0.08746351507116668
test_CALCE,CALCE_CS2_35,150,0.008844550961746482,0.07263256003920177,0.0940454728402515,0.08136752781328215,0.008844550961746482,0.07263256003920177,0.0940454728402515,0.08136752781328215
test_CALCE,CALCE_CS2_35,200,0.010154703846541031,0.07916378579525894,0.10077055049239848,0.08969777577758205,0.010154703846541031,0.07916378579525894,0.10077055049239848,0.08969777577758205
test_CALCE,CALCE_CS2_35,250,0.011295298821230261,0.0882472243778189,0.10627934334211075,0.10188189990383545,0.011295298821230261,0.0882472243778189,0.10627934334211075,0.10188189990383545
test_CALCE,CALCE_CS2_35,300,0.012661688856550795,0.09785140948560417,0.11252417009936486,0.11590248521335145,0.012661688856550795,0.09785140948560417,0.11252417009936486,0.11590248521335145
test_CALCE,CALCE_CS2_35,350,0.015884761898656712,0.11776444212088205,0.1260347646431599,0.14260131761889486,0.015884761898656712,0.11776444212088205,0.1260347646431599,0.14260131761889486
test_CALCE,CALCE_CS2_35,50,0.009945694033711068,0.07951409329008742,0.09972810052192445,0.08700343002478438,0.009945694033711068,0.07951409329008742,0.09972810052192445,0.08700343002478438
test_CALCE,CALCE_CS2_36,0,0.013493562248857702,0.099580247014211,0.11616179341271252,0.10510771145214633,0.013493562248857702,0.099580247014211,0.11616179341271252,0.10510771145214633
test_CALCE,CALCE_CS2_36,100,0.012663164313102066,0.09163113547245214,0.112530726084488,0.09926760368229831,0.012663164313102066,0.09163113547245214,0.112530726084488,0.09926760368229831
test_CALCE,CALCE_CS2_36,150,0.01691849689782927,0.11020567031834572,0.13007112245932712,0.12163864757892087,0.01691849689782927,0.11020567031834572,0.13007112245932712,0.12163864757892087
test_CALCE,CALCE_CS2_36,200,0.023930872657873616,0.13976229472987398,0.15469606542466946,0.15734441923822814,0.023930872657873616,0.13976229472987398,0.15469606542466946,0.15734441923822814
test_CALCE,CALCE_CS2_36,250,0.02909984864710936,0.16490726473773665,0.17058677746856396,0.18929543737066126,0.02909984864710936,0.16490726473773665,0.17058677746856396,0.18929543737066126
test_CALCE,CALCE_CS2_36,300,0.029033649893628596,0.16808977031565442,0.17039263450521738,0.19834962101149237,0.029033649893628596,0.16808977031565442,0.17039263450521738,0.19834962101149237
test_CALCE,CALCE_CS2_36,350,0.023438170452020145,0.14803858881861054,0.15309529859541782,0.18107289181502131,0.023438170452020145,0.14803858881861054,0.15309529859541782,0.18107289181502131
test_CALCE,CALCE_CS2_36,50,0.013776548366592131,0.09809564845802977,0.11737354202115624,0.10477946154571599,0.013776548366592131,0.09809564845802977,0.11737354202115624,0.10477946154571599
test_CALCE,CALCE_CS2_37,0,0.03182839115388886,0.16578647879108888,0.17840513208394218,0.17674431505717855,0.03182839115388886,0.16578647879108888,0.17840513208394218,0.17674431505717855
